idx	score	sentence1	sentence2
266	1.8362726271152496	Four versions of Windows operating systems are targeted: Windows NT  Windows 2000  Windows XP and Windows Server 2003.	The new worm affects these Windows systems: 2000  XP  NT 4.0 and Server 2003.
267	2.2636647522449493	A Washington County man may have the countys first human case of West Nile virus  the health department said Friday.	The countys first and only human case of West Nile this year was confirmed by health officials on Sept. 8.
268	3.768807053565979	It was developed with consultation from more than 300 leaders in academia  industry  government and the public.	The plan  called The NIH Roadmap  was developed over 14 months with help from more than 300 consultants in industry and academia.
269	4.050025939941406	"""During the hearing  Morales expressed """"sincere regrets and remorse"""" for his actions."""	"""Morales  who pleaded guilty in July  expressed """"sincere regret and remorse"""" for his crimes."""
270	1.871042400598526	A black and white dog is running through the grass.	A tan dog is walking through snow.
271	-0.5130475759506226	A man is playing guitar.	A boy is talking to a giant dog.
272	2.5432196259498596	You may have to experiment and find what you like.	You have to find out what works for you.
273	2.841978669166565	A woman peels garlic with her hands.	The woman is slicing herbs.
274	4.382378458976746	A man is riding a horse by a creek.	A man is riding a horse.
275	2.283291667699814	You don't have to know.	You don't have to do anything to season it.
276	0.11693531647324562	The flock of sheep are spread out in the field.	A white cat stands on the floor.
277	0.14684039168059826	A yellow school bus parked in a field.	A brown horse in a green field.
278	3.0443787574768066	I'm going to be very direct here.	I'm going to be blunt  here: You don't.
279	1.169554963707924	Adding aspirin to the water could kill the plant.	Men are trying to remove oil from a body of water.
280	3.274701237678528	A boy skateboards down the railing of some graffiti stairs	A skateboarder slides down a handrail on his feet.
281	4.685177505016327	I expect Japan to keep conducting intervention  but the volume is likely to fall sharply  said Junya Tanase  forex strategist at JP Morgan Chase.	"""Junya Tanase  forex strategist at JP Morgan Chase  said """"I expect Japan to keep conducting intervention  but the volume is likely to fall sharply."""""""
282	1.5440911054611206	A man is playing his guitar at Joe's Cafe.	The man is playing the drums for his mom.
283	-0.8678176254034042	A man is erasing a chalk board.	A woman is dancing  and singing.
284	-0.7340948283672333	A man sitting cross legged on the grass  with a tree in the background.	Ocean liner close to coast with houses in the background.
285	1.4525821805000305	A woman is dancing.	A woman is playing violin.
286	1.49229496717453	You don't have to know.	You don't have equipments/facilities to do research in B.
287	0.614011362195015	It is more deciding what you should do and what you should get others to do.	Point is: know what you want and don't be afraid to ask for it.
288	2.041444480419159	You need to read a lot to know what you like and what you don't.	You have to decide how much you want to demand  and what unmet demands you can live with.
289	4.119438529014587	Black and white cow standing near pile of snow.	a black and white cow standing in the field.
290	4.021495878696442	There's not a lot you can do about that.	I really do not think there is much you can do about that.
291	2.8562358021736145	Gillespie sent a letter to CBS President Leslie Moonves asking for a historical review or a disclaimer.	Republican National Committee Chairman Ed Gillespie issued a letter Friday to CBS Television President Leslie Moonves.
292	4.7779205441474915	A black dog running into the water.	A black dog running through water.
293	4.020615816116333	The AFL-CIO is waiting until October to decide if it will endorse a candidate.	The AFL-CIO announced Wednesday that it will decide in October whether to endorse a candidate before the primaries.
294	2.871508002281189	Three bicyclists crossing a bridge in a city.	The bicyclists are crossing a bridge in the rain.
295	1.4739319682121277	Girl playing in a puddle with her bare feet.	A child is playing with two white and black geese.
296	3.062269687652588	Kodak expects earnings of 5 cents to 25 cents a share in the quarter.	Analysts surveyed by Thomson First Call had expected Kodak to earn 68 cents a share for the quarter.
297	2.9485875368118286	A man is playing a guitar.	A woman is playing the guitar.
298	3.766045868396759	A shirtless woman is operating a lawn mower.	A girl is mowing the grass with a lawn mower.
299	1.4585313200950623	You will want to clean the area first.	You will also want to remove the seeds.
300	1.1683715879917145	I was in a similar situation.	Personally when I was in a similar situation I sent the couple a card and a gift.
301	1.692747324705124	A person is watching people ski down the hill.	The woman is jumping a long distance while people watch.
302	4.767177104949951	Four girls in swimsuits are playing volleyball at the beach.	Four ladies in swimsuits play sand volleyball on the beach.
303	4.9430084228515625	You are on the right path.	You're on the right path.
304	4.867161810398102	It's not a good idea.	Not a good idea.
305	4.179618954658508	Bremer  61  is a onetime assistant to former Secretaries of State William P. Rogers and Henry Kissinger and was ambassador-at-large for counterterrorism from 1986 to 1989.	Bremer  61  is a former assistant to former Secretaries of State William P. Rogers and Henry Kissinger.
306	3.659445643424988	A girl is coming up on a car.	A girl jumps on top of a car.
307	4.21217143535614	State health officials said today a young northeast Kansas woman likely has the state's first case of monkeypox among humans or animals.	Health officials confirmed today that a northeast Kansas woman has the state's first case of monkeypox and the first case west of the Mississippi River.
308	1.8386727571487427	You also imply you may not be paid if they cannot place you with a client.	You can do it  but you might not be a professor.
309	3.6071303486824036	This is not a good idea.	This sound like a very bad idea.
310	2.8251582384109497	It very much depends on the grant in question.	I think it depends very much on the area.
311	3.693826198577881	Blue couch and twin bed in a living room.	Blue couch in room with sun shining in.
312	3.941441774368286	A man pours rice into a pot.	A man is putting rice in a bowling pot.
313	4.101699888706207	A small brown birds is eating from a bird feeder hanging from a tree.	A small bird perches on the bird feeder hanging from the tree.
314	1.7311158776283264	Shortly after the opening bell  the Dow Jones Industrial Average was up 11.13 to 9 228.48  while the S&P 500 index gained 1.74 to 982.33.	After a weak start  the Dow Jones Industrial Average ended the day up 26.26 to 9 217.35  while the S&P 500 index rose 3 to 980.59.
315	1.0170456767082214	I think you're looking for Mikey (1992).	I think you're looking for the movie
316	1.0503800213336945	A man is seasoning some carrots.	A woman is slicing garlic.
317	3.9262619614601135	Another was in serious condition at Northwest Medical Center in Springdale.	At Northwest Medical Center of Washington County in Springdale  one child is in serious condition.
318	2.1180158853530884	The best thing you can do is to know your stuff.	The best thing to do is to overcome the fussiness.
319	-0.17824485898017883	A man is bowling.	A kitten is walking.
320	3.971470296382904	A man and woman sit at a table in a restaurant.	Four women and two men sit at a long table in a restaurant.
321	4.416658878326416	A bicycle is parked by a shop.	A bicycle is parked outside a bookstore.
322	3.8768595457077026	Two women are dancing and singing in front of a crowd.	The women are singing and dancing.
323	3.860984146595001	A man attacks a woman.	A man slaps a woman.
324	3.651319444179535	You are on the right path.	You are right on the mark.
325	2.8417611122131348	On health care  the NDP says there will be no privatization and no health-care premiums.	The New Democrats also renewed their commitment to no health-care privatization and no premiums.
326	3.916178345680237	A dog running on the grass	Two dogs are running on the grass.
327	1.0118555277585983	A woman is spreading mustard on a bread roll.	A kitten is playing with a woman's finger.
328	1.0394275933504105	A man sitting in a back yard playing the guitar.	A man riding on the back of an orange SUV.
329	0.33706095069646835	A man is playing a piano.	A guy is peeling a potato.
330	1.9157585501670837	A black and white cow looking through the fence.	A black and white dog looking at the camera.
331	2.483295053243637	A man in a brown coat rubs his nose.	A bald man with a red beard holds his hand near his mouth.
332	3.3506500720977783	Joe Kernan  who had been lieutenant governor for the past seven years  was sworn in as governor after O'Bannon died Saturday.	Kernan  who was O'Bannon's lieutenant governor  friend and political partner  was sworn in six hours after O'Bannon died Saturday.
333	1.7798805236816406	A black dog looking at the camera.	The black and white bull is looking at the camera.
334	-0.020258761942386627	A yellow vested person is doing road work.	A person is doing very well on their skateboard.
335	1.806693971157074	You just have to base your answer on what you do know  which is what you want.	Yes  you can do exactly what you want to do.
336	4.31405246257782	He was referring to John S. Reed  the former Citicorp chief executive who became interim chairman and chief executive of the exchange last Sunday .	Next week  John S. Reed  the former Citicorp chief executive who Sunday became interim chairman and chief executive of the exchange  will take up his position.
337	0.9711206704378128	A woman is folding paper.	A woman is applying eye shadow.
338	3.652341067790985	Does this page answer your question?	Does this answer your questions?
339	4.036145806312561	The 30-year bond US30YT=RR rose 22/32 for a yield of 4.31 percent  versus 4.35 percent at Wednesday's close.	The 30-year bond US30YT=RR grew 1-3/32 for a yield of 4.30 percent  down from 4.35 percent late Wednesday.
340	3.290618658065796	In the US  it will depend on the school.	It really depends on the school and the program.
341	3.2376492023468018	In the US  it will depend on the school.	This will depend on the university.
342	4.525944888591766	An empty office cubicle.	An empty office chair in a cubicle.
343	1.0599039494991302	A man is kicking pots of water.	A man is turning foods.
344	2.496544122695923	A group of people are wearing police uniforms conducting an arrest.	A group of police officers are wearing protection.
345	1.2794965505599976	A man and woman are posing for the camera.	A cat sitting on sand looking up at the camera.
346	4.6217212080955505	You answered your own question.	You pretty much answered your own question.
347	4.442371428012848	Child holding an object that is on fire.	A child in pink holds an object that appears to be on fire.
348	2.794499695301056	Analysts expected earnings of 27 cents a share on revenue of $17.7 billion  Thomson First Call says.	Hewlett-Packard is putting in for a second-quarter profit of $659 million  or 29 cents a share  on revenue of $18 billion.
349	2.900501787662506	Knox County Health Department is following national Centers for Disease Control and Prevention Protocol to contain infection.	The health department spokesperson added the department is following Centers for Disease Control protocol.
350	4.168851375579834	A man uses a chainsaw to sculpt a phallic ice sculpture.	A man is using a chainsaw to carve a wooden sculpture.
351	2.4577562510967255	A person filming the outdoors.	There is a couple outdoors.
352	4.060450792312622	A tan puppy on a carpeted floor.	Tan puppy lying down on white carpeting.
353	2.5378376245498657	Two dogs play in the grass.	Two tan dogs play in the snow.
354	3.050915002822876	"""My answer to your question is """"Probably Not""""."""	I think that the short  answer to your question is: No.
355	3.177746832370758	A human riding a skateboard.	A child is riding a skateboard.
356	4.056932330131531	Perry has since called two special legislative sessions to try force the redistricting plan through.	Since then  Texas Gov. Rick Perry has called two special sessions trying to push the measure through.
357	-0.330764502286911	A man in a suit dances with a young girl in front of an audience.	A women dangles from a blue fabric connected to a tree.
358	1.0827523469924927	The road is long.	There is nothing on the side of the road.
359	3.254198431968689	A man is breaking wooden boards with his hand.	A man is breaking tiles with his hands.
360	2.818736433982849	A couple is playing the game of Life.	The family is playing a game together.
361	3.101359009742737	"""Ms Lafferty's lawyer  Thomas Ezzell  told a Kentucky newspaper: """"My understanding of this is that there is a lower percentage of successful impregnations with frozen."""	My understanding of this is that there is a lower percentage of successful impregnations with frozen  Ezzell said.
362	4.04813826084137	In 1999  the building's owners  the Port Authority of New York and New Jersey  issued guidelines to upgrade the fireproofing to a thickness of 1{ inches.	The NIST discovered that in 1999 the Port Authority issued guidelines to upgrade the fireproofing to a thickness of 1 1/2 inches.
363	0.6875411421060562	You are not disclosing key info.	No you are not.
364	1.7227457463741302	A man is playing the piano.	A man played the guitar.
365	4.38461571931839	A moped in front of steps of ruins.	A moped in front of ruins.
366	0.9505288302898407	A moped in front of ruins.	White bus parked in grass in front of building.
367	0.19615281373262405	The men played follow the leader on the grass.	The rhino grazed on the grass.
368	1.4919513463974	a little girl is laughing at the camera.	A white cow with big ears looking into the camera.
369	4.119567275047302	The Episcopal Diocese of Central Florida became one of the first in the nation Saturday to officially reject the national denomination's policies on homosexuality.	The Episcopal Diocese of Central Florida voted Saturday to repudiate a decision by the denomination's national convention to confirm a gay man as bishop.
370	1.282799392938614	A person wearing a helmet rides a bike near a white structure.	A girl wearing black shorts and boots is standing next to a blue motorcycle.
371	0.6875826418399811	You need to read a lot to know what you like and what you don't.	Yes  you should create a portfolio site to showcase what you can do and what you've done.
372	4.7468262910842896	Last year  Cuban officials said none of nearly two dozen nominated Cuban musicians received U.S. visas on time to attend the Grammys in Los Angeles.	Cuban officials said that last year none of about two dozen nominated Cuban musicians received U.S. visas in time to attend the Latin Grammys.
373	3.960554301738739	I had the same problem as you.	I had the same issue.
374	4.757317304611206	Motorcycle parked next to a car outside.	A motorcycle parked next to a car.
375	3.398652970790863	We believe the report is fully consistent with what the courts have ruled ... that the department's actions are fully within the law.	Comstock said several federal courts have ruled that the detentions are fully within the law.
376	4.7805047035217285	Two boys playing a game of flag football.	Two boys are playing flag football.
377	1.2784773111343384	A man is opening a door.	A man is cutting an onion.
378	4.856693744659424	Two men talking in front of a plane.	Two men talking in front of a small plane.
379	3.07329922914505	A brown dog is running through the field.	a brown dog with his tongue wagging as he runs through a field
380	3.977663218975067	"""The best the investigators can do is nitpick about the process and substance of isolated business decisions ... and question his competence as a manager."""""""	"""Ebbers' lawyer  Reid Weingarten  said despite the thorough investigation  """"the best the investigators can do is nitpick about the process and substance of isolated business decisions."""""""
381	2.745327353477478	You don't need to know everything.	They just don't want you to know it.
382	3.916240930557251	We believe we are fully prepared to roll out the [touch-screen] machines for the 2004 presidential primary  said Gilles W. Burger  State Board of Elections chairman.	We believe we are fully prepared to roll out the revised Diebold machines  said Gilles W. Burger  chairman of the Maryland State Board of Elections.
383	1.7277586460113525	Two ducks are standing by the water.	The birds are swimming in the water.
384	3.306235671043396	Singapore reported no suspected SARS cases Wednesday  but officials quarantined 70 people who had contact with the Taiwanese patient.	Still  Singapore quarantined 70 people who had been in close contact with the scientist.
385	1.864512711763382	A man is stirring juice.	A man is peeling an onion.
386	2.8484541177749634	You should just ask your boss what he wants you to do.	You should listen to your boss  because you're not paid to tell the boss what to do.
387	4.273799657821655	A young boy wearing a red winter coat is eating and holding up a candy bar.	A young boy wearing a red coat eats a chocolate bar.
388	0.07724414113909006	A man dressed in a pale scarf with a stick.	A runner is resting in the shade with a bottle of soda.
389	3.28292578458786	It depends on what you want to do next  and where you want to do it.	They can  but the way to do it depends on what you have available.
390	1.831078678369522	Yes  there is a chemical difference.	Yes  there is a reason for it.
391	3.4561148285865784	His 1996 Chevrolet Tahoe was found abandoned in a Virginia Beach  Va.  parking lot June 25.	His sport utility vehicle was found June 25  abandoned without its license plates in Virginia Beach  Va.
392	4.875788688659668	A man is cutting an onion.	A man cuts an onion.
393	3.439495265483856	Men are playing soccer.	Two teams play soccer.
394	4.915308654308319	A man plays a guitar.	A man is playing a guitar.
395	1.8304426968097687	"""So was Edie Falco  the critically praised co-star of """"Frankie and Johnny."""""""	"""Edie Falco was not nominated for """"Frankie and Johnny."""""""
396	4.329226613044739	The attack seemed similar to others staged near foreign compounds in Riyadh on May 12.	The attack seemed similar to attacks staged near foreign compounds in Riyadh on May 12  for which officials have also blamed al-Qaida.
397	2.419157773256302	Canada is a small country  and it needs companies like this  deals like this.	"""A passionate nationalist  Mr. D'Alessandro said: """"Canada is a small country  and we need more companies like this."""""""
398	4.361702799797058	As well as the dolphin scheme  the chaos has allowed foreign companies to engage in damaging logging and fishing operations without proper monitoring or export controls.	Internal chaos has allowed foreign companies to set up damaging commercial logging and fishing operations without proper monitoring or export controls.
399	2.825339138507843	The answer to both questions is: Yes.	To directly answer the two questions in your title.
400	3.8745105266571045	It is about a third of what I owe in the world  he told reporters.	It ain't coming to me  but it's only about a third of what I owe in the world.
401	4.506320059299469	A man climbing a rock-face.	A man is climbing a rock wall.
402	4.524429738521576	That compared with a year-earlier profit of $102 million  or 13 cents a share.	That was more than double the $102 million  or 13 cents a share  for the year-earlier quarter.
403	-0.1870700716972351	A woman is filing her nails.	A man is peeling a carrot.
404	0.37788141518831253	A man is dragging a dead deer.	A man is jumping into water from a cliff.
405	1.4855441451072693	A dog taking a poop in the street.	A man making balloon animals for two children on a street corner.
406	0.2774299308657646	The child's bike got wet.	She is putting away the bike.
407	3.299478590488434	The industry's largest association is urging its members not call the more than 50 million home and cellular numbers on the list.	Meantime  the Direct Marketing Association said its members should not call the nearly 51 million numbers on the list.
408	2.1576708555221558	A little girl in a white blouse and blue pants frolics on the grass.	A woman in a green shirt and white pants golfs on the green.
409	1.032588928937912	A woman in a blue bathing suit is jumping off a dock into a lake.	a boy in a blue shirt and blue jeans runs across a playground
410	1.921921968460083	Two people are in bed.	Two boxers are in the ring.
411	1.7145150899887085	The life expectancy for boys born in 2001 was 74.4 years  up two years since 1990.	According to the report  average life expectancy has increased by nearly two years since 1990.
412	4.650872051715851	What are your goals?	What are you goals?
413	3.2826873660087585	Through Thursday  Oracle said 34.75 million PeopleSoft shares had been tendered.	Some 34.7 million shares have been tendered  Oracle said in a statement.
414	4.417718052864075	A little boy hits a golf ball.	The little boy swung at the golf ball.
415	3.7144649028778076	Two kids are swimming.	Six kids are going swimming.
416	3.8546064496040344	A man is peeling a potato.	A man is slicing a potato.
417	3.594876527786255	Democrats currently hold a 17-15 advantage in the state's congressional delegation.	The Texas congressional delegation now is 17-15 Democratic.
418	4.098985195159912	A young woman is putting stickers all over her face.	A woman is applying stickers to her face.
419	3.88144850730896	A white dog with light brown markings has a stick in his mouth and his paws in the snow.	A white dog holds a stick in its mouth while it runs through snow.
420	4.820393919944763	Two zebras play in an open field.	Two zebras are playing in a field.
421	2.178557515144348	Black bird standing on concrete.	Blue bird standing on green grass.
422	0.9074635058641434	A black dog standing in the grass near a volleyball.	A brown and black down with a blue collar near a soccer ball on a grassy field.
423	1.4220696687698364	You should do it.	You should never do it.
424	-0.8106006681919098	A woman is pouring egg into a frying pan.	A man is petting two dogs.
425	3.4790772199630737	If your long stay visa for Switzerland is valid  then you will not need a transit visa.	You do not need a transit visa  but to enter Zurich you will need a visa.
426	4.53683614730835	A person is peeling a potato.	The man is peeling a potato.
427	1.8305149674415588	The brown dog runs on the snow with a white ball in his mouth.	Four dogs play in the snow with the city skyline behind them.
428	4.4083571434021	The man has a orange shirt.	The woman has a orange shirt.
429	4.523642361164093	A kid sits on a soccer ball outside.	A kid sitting on a soccer ball at the park.
430	2.9166334867477417	It depends on how it's used.	It depends on how long it's been out.
431	2.082446664571762	Two girls are running.	Three boys are running.
432	4.046515226364136	A lady mixed up a meat mixture in bowl.	A woman is stirring meat in a bowl.
433	2.0581963658332825	The two kids look at the products sold inside the subway shop.	The kids are stealing from a store.
434	2.867159843444824	Shares of McDonald's Corp. and Wendy's International Inc. continued a modest run-up on the New York Stock Exchange Monday.	Shares of McDonald's and Wendy's continued their recent recovery Monday  rising more than 1 percent on the New York Stock Exchange in afternoon trade.
435	1.7853806912899017	In the United States  20.7 percent of all women smoke.	Nevada is where the most women smoke  28 percent.
436	2.488025426864624	But HRT should not be used to prevent heart disease or any other chronic condition.	The clear message is it should not be used to prevent cardiovascular disease  Manson said.
437	4.297159314155579	"""Michael Bloomberg  NYC Mayor: """"I'm gonna try march with a number of different groups."""	I'm going to try to march with a number of different groups  Bloomberg said.
438	4.691651165485382	Deirdre Hisler  Government Canyon's manager  said the state has long had its eye on this piece of property and is eager to complete the deal to obtain it.	Deirdre Hisler  Government Canyon's manager  said the state long has coveted this piece of property  and is eager to complete the deal.
439	4.8103830218315125	The dog is running through a field.	A dog runs through a field.
440	2.097633481025696	Several kids jump up and down on a trampoline.	A man is doing back flips on a trampoline.
441	2.611217498779297	Three people are meeting for coffee.	Two people make coffee.
442	2.4189668893814087	The rule - When in doubt throw it out!	"""I always go by the rule """"When in doubt  throw it out!"""
443	1.8710020184516907	A man is playing a guitar.	A man is playing a keyboard.
444	4.253899157047272	A pile of used wooden building materials with a chair on top.	Pile of wooden debris with chair on top.
445	2.7811992168426514	A man is slicing a tomato.	A man is slicing a bun.
446	2.3471033573150635	It depends on what you want to have in your tank.	It depends on what you want to achieve.
447	4.699026644229889	One boy is pushing another boy on a swing.	A boy is pushing another boy on the swings.
448	3.2948648929595947	a man wearing a gray hat fishing out of a fishing boat.	A man wearing a straw hat and fishing vest in a stream.
449	2.7514666318893433	If you haven't  you should.	You should  but you don't have to.
450	3.8177144527435303	A train is at a train station.	The train sits at the train station.
451	3.16498339176178	A black and white cow in a pen with hay.	Black and white cows behind a fence.
452	2.885371744632721	"""It is a national concern that will touch virtually every American  Abraham said."""	"""The impact of natural-gas shortages """"will touch virtually every American  Energy Secretary Spencer Abraham warned yesterday."""
453	2.583519220352173	I think it is great that you had a test conducted.	I think that's a great plan.
454	2.739279866218567	Yes  you have to file a tax return in Canada.	You are not required to file a tax return in Canada if you have no taxable income.
455	2.6345854997634888	A boy is playing the violin onstage.	A boy is playing an instrument.
456	3.064391613006592	It looks to me that this is set up for what you want:	It is up to you whether you want to do that.
457	1.4770199358463287	A person is slicing an onion.	A person cuts ginger.
458	1.452682614326477	Yes  there is at least one to my knowledge.	To my knowledge  there's no time requirement.
459	1.6024696826934814	A person driving a cart pulled by a bicycle.	A man wearing a dust mask riding a three wheeled bicycle.
460	0.3135719522833824	A dog has a sweater on.	A man in a suit jacket is sitting on a red couch with a cat.
461	0.5808762460947037	A man is kicking pots of water.	A man is picking flowers.
462	1.7415471374988556	A woman is water skiing.	A woman is slicing fish.
463	3.649846315383911	A rebel who was captured said more than 2 000 insurgents were involved in the attack.	A captured rebel said 2 100 combatants had been involved in the offensive.
464	3.162054419517517	The Space Infrared Telescope Facility's mission is to search for the beginnings of the universe.	NASA is scheduled to launch the Space Infrared Telescope Facility on Monday morning.
465	4.471777081489563	It's also a matter of taste.	It's mostly a matter of taste.
466	3.545144498348236	A woman is riding a horse.	A man rides a horse.
467	0.7830294221639633	It is impossible to answer this question without a form check.	This is a part answer to your question
468	3.225046992301941	Gregory Parseghian  a former investment banker  was appointed chief executive.	Greg Parseghian was appointed the new chief executive.
469	3.933746814727783	A man is picking up a tree.	A man is carrying a tree.
470	0.9165526181459427	A man sits by a dock looking at the water.	A man jumps off a rock into the water
471	2.27601021528244	If you are not sure how to do it  don't do it at all.	If you do not have a very strong scientific reason to do it  don't.
472	2.5291818380355835	The driver of the truck escaped and is now being sought by the police  Supoyo said.	But police say the driver of the truck has not been found and is wanted for questioning.
473	3.254503607749939	I don't think that there's any.	I don't think there are any benefits.
474	-0.11321895755827427	A brown and white dog is running across a brown field.	A person hanging from a rocky cliff.
475	3.6039572954177856	The meat  poultry  butter  cheese and nuts were impounded a year ago at a LaGrou Cold Storage warehouse in Chicago.	The meat  poultry  butter  cheese and nuts were being stored by more than 100 wholesalers in Chicago.
476	1.8880873918533325	A woman is slicing ginger.	A woman is cutting potatoes.
477	4.736287891864777	A deer jumps a fence.	A deer is jumping over a fence.
478	1.9680073857307434	It's not a good idea.	It's a good question.
479	3.8339847326278687	Two men are helping a boy.	Two men are with a young child.
480	2.821977138519287	You just have to base your answer on what you do know  which is what you want.	So if that's what you need  you really do have to be explicit about it.
481	2.2540822625160217	A tan and white dog retrieving a ball on a gravel path.	A large dog walks along a gravel path in the woods.
482	4.523869156837463	So think it in this way.	Think of it this way.
483	1.6678151488304138	A woman is playing in the ocean.	A woman is preparing shrimp to cook.
484	2.420729100704193	They can be out of level by a bit  but flat is important.	Yes  although they can be a bit sour.
485	3.4661662578582764	A young man wearing a striped shirt is holding two bicycles.	Young redheaded man holding two bicycles near beach.
486	-0.09019823744893074	The man is mixing whipping cream.	The man is holding a skunk.
487	4.106181263923645	A man in a black suit is surfing along a crashing wave.	A surfer wearing a black wet suit is riding a a white wave in the ocean.
488	3.617839813232422	Two women walk down the sidewalk to the store.	Two women walk down the sidewalk in the afternoon.
489	4.461952745914459	A sheep beside a road and a lake.	A sheep is on the edge of a road with a lake and a mountain in the background.
490	4.551164507865906	A blue bird standing on a lawn.	Blue bird standing on green grass.
491	3.666739761829376	The dogs play in the snow on hind legs.	Two dogs play in the snow.
492	-0.44281791895627975	A man is holding a leaf.	A monkey is fighting a man.
493	4.401566386222839	A group of men play soccer on the beach.	A group of boys are playing soccer on the beach.
494	1.9305357336997986	The tech-laced Nasdaq Composite Index .IXIC eased 5.16 points  or 0.32 percent  at 1 590.75  breaking a six-day string of gains.	The tech-heavy Nasdaq Composite Index .IXIC was off 0.11 percent  or 1.78 points  at 1 594.13.
495	4.783549010753632	Work into it slowly.	You work on it slowly.
496	3.782416582107544	A white bird with long orange legs standing by a lake.	Large white bird with long orange beak standing on the shoreline.
497	2.5286054611206055	There is no test that can tell you if it is sealed or not.	There is no code telling you that you cannot do this.
498	3.6967241764068604	Three boys in karate costumes are fighting.	Three men are practicing karate moves in a field.
499	2.7490222454071045	I have the same thing.	I have had the same problem.
500	4.717940390110016	Boy lies on stomach in grass.	Small boy lying on his stomach on the grass.
501	3.047758936882019	A red train driving through a snow covered city.	The train is riding on the tracks in the snow.
502	4.886657297611237	A group of people are sweeping water out of a house.	People are sweeping water out of a house.
503	4.184112548828125	I realized there is already an accepted answer but I figure I would add my 2 cents.	I know this is an old question but I feel I should add my 2 cents.
504	4.919865727424622	You answered your own question.	You have answered your own question.
505	1.931418776512146	A man in a blue dress shirt.	A man in a white shirt and blue pants is talking with a woman in a pink shirt.
506	3.3159881830215454	The announcements were made at the International Broadcasting Convention (IBC) in Amsterdam.	The submission was on Monday  but the announcement was made Friday at the International Broadcasting Convention in Amsterdam.
507	0.7347516715526581	A black and tan dog standing in a field near trees	A white dog is standing by a river shaking himself dry.
508	0.772625207901001	Black and white photo of a girl on a sofa.	a black and white photo of a cow under a tree.
509	3.669108748435974	A 25 percent increase would raise undergraduate tuition to about $5 247 annually  including miscellaneous  campus-based fees.	The 25 percent hike takes annual UC undergraduate tuition to $4 794 and graduate fees to $5 019.
510	4.8350590467453	I'm thinking it's a bad idea. 	I think it's a bad idea.
511	4.428545236587524	Now  with the agency's last three shuttles grounded in the wake of the Columbia disaster  that wait could be even longer.	With the remaining three shuttles grounded in the wake of the Columbia accident  the rookies will have to wait even longer.
512	1.3929195702075958	You don't need any visa.	You don't have to worry.
513	1.957143396139145	The young woman is flirting with the young boy.	The girl is young and cheery.
514	4.812109172344208	You do not need to worry.	You don't have to worry.
515	3.4380728006362915	A black hooded man is using a large magnifying glass to look at a booklet.	A white hooded woman is using a magnifying glass to look at a booklet.
516	3.19016695022583	Heatley was sixth in the league in goals last season with 41 and ninth in points with 89.	Heatley led Atlanta in scoring last season with a team-record 41 goals and 48 assists.
517	4.735529720783234	A man is cutting up a cucumber.	A man is slicing a cucumber.
518	2.8056535124778748	Three young men run  jump  and kick off of a Coke machine.	Three men are jumping off a wall.
519	-0.46440280973911285	A woman opens a window.	A man is crawling.
520	4.6723803877830505	A boy studies a calendar.	A boy is looking at a calendar.
521	1.7847956717014313	A man is spitting.	A man is talking.
522	2.4463994801044464	Last week  his lawyers asked Gov. Mark R. Warner to grant clemency  but the governor declined to intervene.	Last week  his lawyers asked Warner to grant clemency under certain conditions that would have lead to a new sentencing hearing.
523	4.087459444999695	Someone is slicing an onion.	A woman is cutting onion.
524	3.8423901796340942	Yesterday  shares closed up 29 cents  or 0.54 percent  at $54.32.	Amazon's shares yesterday closed at $54.32 on the Nasdaq Stock Market  up 29 cents.
525	1.8877977132797241	Three guys playing a pro game of basketball.	two guys playing a game of baseball.
526	3.3498615026474	The two boys are playing kick ball back and forth to each other.	The players are kicking each other while attempting to kick the ball.
527	3.0396810173988342	The wood probably isn't rotten  it's just worn out.	It's just worn out and not safe.
528	3.666733503341675	"""My answer to your question is """"Probably Not""""."""	The answer to your question is not really.
529	2.255791276693344	A line of scooters are parking in the middle of a street.	A line of motor bikes are parked in the middle of a street.
530	0.44507090002298355	A man is playing a cello.	A man is rapidly lifting small weights.
531	2.4147026240825653	Have you tried asking your employees?	Have you tried asking?
532	2.1626466512680054	A man breaks cinder blocks on another man.	A woman breaks an egg into a pan.
533	3.424965739250183	A man riding on the back of an orange SUV.	an African man hanging onto the back of a very full yellow van.
534	4.1850632429122925	Initial autopsy reports show they died of dehydration  hyperthermia and suffocation.	Two more died later  and initial autopsy reports show they succumbed to dehydration  hypothermia and suffocation.
535	4.0106841921806335	Someone is reading an email.	A man is reading his email.
536	4.797016084194183	A red and white bus drives down an England street.	A red and white England bus drives down the street.
537	2.290682792663574	Problem is  the system doesn't account for people who could care less about money  or title.	The Joker doesn't care about money.
538	0.7357881963253021	people walk home	People waiting.
539	1.2995478510856628	You don't have to know.	Other than that you don't have a tax issue.
540	4.3024542927742	There are a few things you can do: 	There are a few things you need to consider:
541	1.9558420777320862	Two women in a clothing store.	Two women in a sailboat.
542	4.883652329444885	The man is kissing and hugging the woman.	A man is hugging and kissing a woman.
543	4.025204181671143	An old fashioned wooden sailing ship in the ocean.	An old fashioned wooden sailing ship is parked at the pier.
544	3.911580443382263	As soon as possible.	Start them as early as possible.
545	3.7388962507247925	A little girl peddling a scooter.	A girl is riding a scooter.
546	3.782206177711487	A green and white cargo plane taking of from an airport.	White and green commercial airliner taking off of runway.
547	4.38315749168396	It depends on what you want to do next  and where you want to do it.	It depends on what you want to achieve.
