idx	score	sentence1	sentence2
266	2.500926971435547	Four versions of Windows operating systems are targeted: Windows NT  Windows 2000  Windows XP and Windows Server 2003.	The new worm affects these Windows systems: 2000  XP  NT 4.0 and Server 2003.
267	3.218226194381714	A Washington County man may have the countys first human case of West Nile virus  the health department said Friday.	The countys first and only human case of West Nile this year was confirmed by health officials on Sept. 8.
268	2.970214366912842	It was developed with consultation from more than 300 leaders in academia  industry  government and the public.	The plan  called The NIH Roadmap  was developed over 14 months with help from more than 300 consultants in industry and academia.
269	3.399869918823242	"""During the hearing  Morales expressed """"sincere regrets and remorse"""" for his actions."""	"""Morales  who pleaded guilty in July  expressed """"sincere regret and remorse"""" for his crimes."""
270	1.0699183940887451	A black and white dog is running through the grass.	A tan dog is walking through snow.
271	0.18263743817806244	A man is playing guitar.	A boy is talking to a giant dog.
272	2.3620612621307373	You may have to experiment and find what you like.	You have to find out what works for you.
273	2.5177817344665527	A woman peels garlic with her hands.	The woman is slicing herbs.
274	3.4029741287231445	A man is riding a horse by a creek.	A man is riding a horse.
275	1.5239593982696533	You don't have to know.	You don't have to do anything to season it.
276	0.2763404846191406	The flock of sheep are spread out in the field.	A white cat stands on the floor.
277	0.7406778335571289	A yellow school bus parked in a field.	A brown horse in a green field.
278	1.6395676136016846	I'm going to be very direct here.	I'm going to be blunt  here: You don't.
279	1.5434911251068115	Adding aspirin to the water could kill the plant.	Men are trying to remove oil from a body of water.
280	2.848379611968994	A boy skateboards down the railing of some graffiti stairs	A skateboarder slides down a handrail on his feet.
281	5.034146308898926	I expect Japan to keep conducting intervention  but the volume is likely to fall sharply  said Junya Tanase  forex strategist at JP Morgan Chase.	"""Junya Tanase  forex strategist at JP Morgan Chase  said """"I expect Japan to keep conducting intervention  but the volume is likely to fall sharply."""""""
282	1.2125329971313477	A man is playing his guitar at Joe's Cafe.	The man is playing the drums for his mom.
283	0.12585683166980743	A man is erasing a chalk board.	A woman is dancing  and singing.
284	0.1763884723186493	A man sitting cross legged on the grass  with a tree in the background.	Ocean liner close to coast with houses in the background.
285	0.7935802340507507	A woman is dancing.	A woman is playing violin.
286	1.0780937671661377	You don't have to know.	You don't have equipments/facilities to do research in B.
287	1.6892508268356323	It is more deciding what you should do and what you should get others to do.	Point is: know what you want and don't be afraid to ask for it.
288	1.2393498420715332	You need to read a lot to know what you like and what you don't.	You have to decide how much you want to demand  and what unmet demands you can live with.
289	2.1081323623657227	Black and white cow standing near pile of snow.	a black and white cow standing in the field.
290	2.37559175491333	There's not a lot you can do about that.	I really do not think there is much you can do about that.
291	3.1431727409362793	Gillespie sent a letter to CBS President Leslie Moonves asking for a historical review or a disclaimer.	Republican National Committee Chairman Ed Gillespie issued a letter Friday to CBS Television President Leslie Moonves.
292	4.982888221740723	A black dog running into the water.	A black dog running through water.
293	3.8665196895599365	The AFL-CIO is waiting until October to decide if it will endorse a candidate.	The AFL-CIO announced Wednesday that it will decide in October whether to endorse a candidate before the primaries.
294	3.1757097244262695	Three bicyclists crossing a bridge in a city.	The bicyclists are crossing a bridge in the rain.
295	0.2668715715408325	Girl playing in a puddle with her bare feet.	A child is playing with two white and black geese.
296	2.489086627960205	Kodak expects earnings of 5 cents to 25 cents a share in the quarter.	Analysts surveyed by Thomson First Call had expected Kodak to earn 68 cents a share for the quarter.
297	1.9745194911956787	A man is playing a guitar.	A woman is playing the guitar.
298	3.082207441329956	A shirtless woman is operating a lawn mower.	A girl is mowing the grass with a lawn mower.
299	1.6155807971954346	You will want to clean the area first.	You will also want to remove the seeds.
300	1.956647276878357	I was in a similar situation.	Personally when I was in a similar situation I sent the couple a card and a gift.
301	0.8852556943893433	A person is watching people ski down the hill.	The woman is jumping a long distance while people watch.
302	5.054925441741943	Four girls in swimsuits are playing volleyball at the beach.	Four ladies in swimsuits play sand volleyball on the beach.
303	4.793169021606445	You are on the right path.	You're on the right path.
304	2.7264795303344727	It's not a good idea.	Not a good idea.
305	3.1842024326324463	Bremer  61  is a onetime assistant to former Secretaries of State William P. Rogers and Henry Kissinger and was ambassador-at-large for counterterrorism from 1986 to 1989.	Bremer  61  is a former assistant to former Secretaries of State William P. Rogers and Henry Kissinger.
306	4.351619243621826	A girl is coming up on a car.	A girl jumps on top of a car.
307	3.7785189151763916	State health officials said today a young northeast Kansas woman likely has the state's first case of monkeypox among humans or animals.	Health officials confirmed today that a northeast Kansas woman has the state's first case of monkeypox and the first case west of the Mississippi River.
308	0.9668287038803101	You also imply you may not be paid if they cannot place you with a client.	You can do it  but you might not be a professor.
309	2.545579671859741	This is not a good idea.	This sound like a very bad idea.
310	2.701788902282715	It very much depends on the grant in question.	I think it depends very much on the area.
311	3.1072263717651367	Blue couch and twin bed in a living room.	Blue couch in room with sun shining in.
312	3.8655667304992676	A man pours rice into a pot.	A man is putting rice in a bowling pot.
313	3.6215124130249023	A small brown birds is eating from a bird feeder hanging from a tree.	A small bird perches on the bird feeder hanging from the tree.
314	2.153075695037842	Shortly after the opening bell  the Dow Jones Industrial Average was up 11.13 to 9 228.48  while the S&P 500 index gained 1.74 to 982.33.	After a weak start  the Dow Jones Industrial Average ended the day up 26.26 to 9 217.35  while the S&P 500 index rose 3 to 980.59.
315	1.2411009073257446	I think you're looking for Mikey (1992).	I think you're looking for the movie
316	0.5304078459739685	A man is seasoning some carrots.	A woman is slicing garlic.
317	3.755718231201172	Another was in serious condition at Northwest Medical Center in Springdale.	At Northwest Medical Center of Washington County in Springdale  one child is in serious condition.
318	1.391412377357483	The best thing you can do is to know your stuff.	The best thing to do is to overcome the fussiness.
319	0.2151651829481125	A man is bowling.	A kitten is walking.
320	3.3200652599334717	A man and woman sit at a table in a restaurant.	Four women and two men sit at a long table in a restaurant.
321	3.9623918533325195	A bicycle is parked by a shop.	A bicycle is parked outside a bookstore.
322	3.4727437496185303	Two women are dancing and singing in front of a crowd.	The women are singing and dancing.
323	2.5252957344055176	A man attacks a woman.	A man slaps a woman.
324	2.5909361839294434	You are on the right path.	You are right on the mark.
325	2.8115317821502686	On health care  the NDP says there will be no privatization and no health-care premiums.	The New Democrats also renewed their commitment to no health-care privatization and no premiums.
326	4.043325424194336	A dog running on the grass	Two dogs are running on the grass.
327	0.46441155672073364	A woman is spreading mustard on a bread roll.	A kitten is playing with a woman's finger.
328	0.5211438536643982	A man sitting in a back yard playing the guitar.	A man riding on the back of an orange SUV.
329	0.285744309425354	A man is playing a piano.	A guy is peeling a potato.
330	1.2182562351226807	A black and white cow looking through the fence.	A black and white dog looking at the camera.
331	0.8723041415214539	A man in a brown coat rubs his nose.	A bald man with a red beard holds his hand near his mouth.
332	3.467116117477417	Joe Kernan  who had been lieutenant governor for the past seven years  was sworn in as governor after O'Bannon died Saturday.	Kernan  who was O'Bannon's lieutenant governor  friend and political partner  was sworn in six hours after O'Bannon died Saturday.
333	1.6224677562713623	A black dog looking at the camera.	The black and white bull is looking at the camera.
334	0.6952112913131714	A yellow vested person is doing road work.	A person is doing very well on their skateboard.
335	2.433681011199951	You just have to base your answer on what you do know  which is what you want.	Yes  you can do exactly what you want to do.
336	4.522964954376221	He was referring to John S. Reed  the former Citicorp chief executive who became interim chairman and chief executive of the exchange last Sunday .	Next week  John S. Reed  the former Citicorp chief executive who Sunday became interim chairman and chief executive of the exchange  will take up his position.
337	1.4835293292999268	A woman is folding paper.	A woman is applying eye shadow.
338	4.672274112701416	Does this page answer your question?	Does this answer your questions?
339	2.8192594051361084	The 30-year bond US30YT=RR rose 22/32 for a yield of 4.31 percent  versus 4.35 percent at Wednesday's close.	The 30-year bond US30YT=RR grew 1-3/32 for a yield of 4.30 percent  down from 4.35 percent late Wednesday.
340	3.023617744445801	In the US  it will depend on the school.	It really depends on the school and the program.
341	2.565863609313965	In the US  it will depend on the school.	This will depend on the university.
342	3.9404451847076416	An empty office cubicle.	An empty office chair in a cubicle.
343	0.6984317898750305	A man is kicking pots of water.	A man is turning foods.
344	2.920506477355957	A group of people are wearing police uniforms conducting an arrest.	A group of police officers are wearing protection.
345	0.7859158515930176	A man and woman are posing for the camera.	A cat sitting on sand looking up at the camera.
346	3.420374631881714	You answered your own question.	You pretty much answered your own question.
347	3.7482848167419434	Child holding an object that is on fire.	A child in pink holds an object that appears to be on fire.
348	1.1287317276000977	Analysts expected earnings of 27 cents a share on revenue of $17.7 billion  Thomson First Call says.	Hewlett-Packard is putting in for a second-quarter profit of $659 million  or 29 cents a share  on revenue of $18 billion.
349	3.5220887660980225	Knox County Health Department is following national Centers for Disease Control and Prevention Protocol to contain infection.	The health department spokesperson added the department is following Centers for Disease Control protocol.
350	3.375875473022461	A man uses a chainsaw to sculpt a phallic ice sculpture.	A man is using a chainsaw to carve a wooden sculpture.
351	2.6419715881347656	A person filming the outdoors.	There is a couple outdoors.
352	4.417964458465576	A tan puppy on a carpeted floor.	Tan puppy lying down on white carpeting.
353	1.551848292350769	Two dogs play in the grass.	Two tan dogs play in the snow.
354	2.1974363327026367	"""My answer to your question is """"Probably Not""""."""	I think that the short  answer to your question is: No.
355	3.5022330284118652	A human riding a skateboard.	A child is riding a skateboard.
356	3.7494254112243652	Perry has since called two special legislative sessions to try force the redistricting plan through.	Since then  Texas Gov. Rick Perry has called two special sessions trying to push the measure through.
357	0.17621155083179474	A man in a suit dances with a young girl in front of an audience.	A women dangles from a blue fabric connected to a tree.
358	1.5353888273239136	The road is long.	There is nothing on the side of the road.
359	2.9802815914154053	A man is breaking wooden boards with his hand.	A man is breaking tiles with his hands.
360	2.888394594192505	A couple is playing the game of Life.	The family is playing a game together.
361	3.081918478012085	"""Ms Lafferty's lawyer  Thomas Ezzell  told a Kentucky newspaper: """"My understanding of this is that there is a lower percentage of successful impregnations with frozen."""	My understanding of this is that there is a lower percentage of successful impregnations with frozen  Ezzell said.
362	3.6162142753601074	In 1999  the building's owners  the Port Authority of New York and New Jersey  issued guidelines to upgrade the fireproofing to a thickness of 1{ inches.	The NIST discovered that in 1999 the Port Authority issued guidelines to upgrade the fireproofing to a thickness of 1 1/2 inches.
363	1.690517544746399	You are not disclosing key info.	No you are not.
364	1.515764832496643	A man is playing the piano.	A man played the guitar.
365	4.239571571350098	A moped in front of steps of ruins.	A moped in front of ruins.
366	0.332973837852478	A moped in front of ruins.	White bus parked in grass in front of building.
367	1.6899837255477905	The men played follow the leader on the grass.	The rhino grazed on the grass.
368	0.7757558226585388	a little girl is laughing at the camera.	A white cow with big ears looking into the camera.
369	4.03739595413208	The Episcopal Diocese of Central Florida became one of the first in the nation Saturday to officially reject the national denomination's policies on homosexuality.	The Episcopal Diocese of Central Florida voted Saturday to repudiate a decision by the denomination's national convention to confirm a gay man as bishop.
370	1.401112675666809	A person wearing a helmet rides a bike near a white structure.	A girl wearing black shorts and boots is standing next to a blue motorcycle.
371	1.306894302368164	You need to read a lot to know what you like and what you don't.	Yes  you should create a portfolio site to showcase what you can do and what you've done.
372	4.642437934875488	Last year  Cuban officials said none of nearly two dozen nominated Cuban musicians received U.S. visas on time to attend the Grammys in Los Angeles.	Cuban officials said that last year none of about two dozen nominated Cuban musicians received U.S. visas in time to attend the Latin Grammys.
373	2.4520468711853027	I had the same problem as you.	I had the same issue.
374	4.547609806060791	Motorcycle parked next to a car outside.	A motorcycle parked next to a car.
375	3.0857672691345215	We believe the report is fully consistent with what the courts have ruled ... that the department's actions are fully within the law.	Comstock said several federal courts have ruled that the detentions are fully within the law.
376	4.858166694641113	Two boys playing a game of flag football.	Two boys are playing flag football.
377	0.9398215413093567	A man is opening a door.	A man is cutting an onion.
378	4.906379699707031	Two men talking in front of a plane.	Two men talking in front of a small plane.
379	3.3921866416931152	A brown dog is running through the field.	a brown dog with his tongue wagging as he runs through a field
380	2.8578505516052246	"""The best the investigators can do is nitpick about the process and substance of isolated business decisions ... and question his competence as a manager."""""""	"""Ebbers' lawyer  Reid Weingarten  said despite the thorough investigation  """"the best the investigators can do is nitpick about the process and substance of isolated business decisions."""""""
381	1.6199913024902344	You don't need to know everything.	They just don't want you to know it.
382	3.417637348175049	We believe we are fully prepared to roll out the [touch-screen] machines for the 2004 presidential primary  said Gilles W. Burger  State Board of Elections chairman.	We believe we are fully prepared to roll out the revised Diebold machines  said Gilles W. Burger  chairman of the Maryland State Board of Elections.
383	3.189257860183716	Two ducks are standing by the water.	The birds are swimming in the water.
384	2.919708251953125	Singapore reported no suspected SARS cases Wednesday  but officials quarantined 70 people who had contact with the Taiwanese patient.	Still  Singapore quarantined 70 people who had been in close contact with the scientist.
385	1.3684473037719727	A man is stirring juice.	A man is peeling an onion.
386	2.6244008541107178	You should just ask your boss what he wants you to do.	You should listen to your boss  because you're not paid to tell the boss what to do.
387	3.831739664077759	A young boy wearing a red winter coat is eating and holding up a candy bar.	A young boy wearing a red coat eats a chocolate bar.
388	0.15329822897911072	A man dressed in a pale scarf with a stick.	A runner is resting in the shade with a bottle of soda.
389	2.686594247817993	It depends on what you want to do next  and where you want to do it.	They can  but the way to do it depends on what you have available.
390	1.8662211894989014	Yes  there is a chemical difference.	Yes  there is a reason for it.
391	3.1844570636749268	His 1996 Chevrolet Tahoe was found abandoned in a Virginia Beach  Va.  parking lot June 25.	His sport utility vehicle was found June 25  abandoned without its license plates in Virginia Beach  Va.
392	5.003345966339111	A man is cutting an onion.	A man cuts an onion.
393	3.185777187347412	Men are playing soccer.	Two teams play soccer.
394	5.039437770843506	A man plays a guitar.	A man is playing a guitar.
395	2.8761987686157227	"""So was Edie Falco  the critically praised co-star of """"Frankie and Johnny."""""""	"""Edie Falco was not nominated for """"Frankie and Johnny."""""""
396	3.5832953453063965	The attack seemed similar to others staged near foreign compounds in Riyadh on May 12.	The attack seemed similar to attacks staged near foreign compounds in Riyadh on May 12  for which officials have also blamed al-Qaida.
397	3.335339307785034	Canada is a small country  and it needs companies like this  deals like this.	"""A passionate nationalist  Mr. D'Alessandro said: """"Canada is a small country  and we need more companies like this."""""""
398	3.705028772354126	As well as the dolphin scheme  the chaos has allowed foreign companies to engage in damaging logging and fishing operations without proper monitoring or export controls.	Internal chaos has allowed foreign companies to set up damaging commercial logging and fishing operations without proper monitoring or export controls.
399	2.7490296363830566	The answer to both questions is: Yes.	To directly answer the two questions in your title.
400	2.8632709980010986	It is about a third of what I owe in the world  he told reporters.	It ain't coming to me  but it's only about a third of what I owe in the world.
401	4.278439521789551	A man climbing a rock-face.	A man is climbing a rock wall.
402	4.456299304962158	That compared with a year-earlier profit of $102 million  or 13 cents a share.	That was more than double the $102 million  or 13 cents a share  for the year-earlier quarter.
403	0.32625117897987366	A woman is filing her nails.	A man is peeling a carrot.
404	0.36794477701187134	A man is dragging a dead deer.	A man is jumping into water from a cliff.
405	0.6910013556480408	A dog taking a poop in the street.	A man making balloon animals for two children on a street corner.
406	1.9395217895507812	The child's bike got wet.	She is putting away the bike.
407	2.4720098972320557	The industry's largest association is urging its members not call the more than 50 million home and cellular numbers on the list.	Meantime  the Direct Marketing Association said its members should not call the nearly 51 million numbers on the list.
408	3.0407047271728516	A little girl in a white blouse and blue pants frolics on the grass.	A woman in a green shirt and white pants golfs on the green.
409	0.20500679314136505	A woman in a blue bathing suit is jumping off a dock into a lake.	a boy in a blue shirt and blue jeans runs across a playground
410	1.0255264043807983	Two people are in bed.	Two boxers are in the ring.
411	2.626584768295288	The life expectancy for boys born in 2001 was 74.4 years  up two years since 1990.	According to the report  average life expectancy has increased by nearly two years since 1990.
412	4.84182071685791	What are your goals?	What are you goals?
413	3.350198268890381	Through Thursday  Oracle said 34.75 million PeopleSoft shares had been tendered.	Some 34.7 million shares have been tendered  Oracle said in a statement.
414	3.789571762084961	A little boy hits a golf ball.	The little boy swung at the golf ball.
415	2.851604461669922	Two kids are swimming.	Six kids are going swimming.
416	3.687333822250366	A man is peeling a potato.	A man is slicing a potato.
417	3.6065499782562256	Democrats currently hold a 17-15 advantage in the state's congressional delegation.	The Texas congressional delegation now is 17-15 Democratic.
418	4.798679828643799	A young woman is putting stickers all over her face.	A woman is applying stickers to her face.
419	3.847259044647217	A white dog with light brown markings has a stick in his mouth and his paws in the snow.	A white dog holds a stick in its mouth while it runs through snow.
420	4.130652904510498	Two zebras play in an open field.	Two zebras are playing in a field.
421	1.7584269046783447	Black bird standing on concrete.	Blue bird standing on green grass.
422	0.7903692722320557	A black dog standing in the grass near a volleyball.	A brown and black down with a blue collar near a soccer ball on a grassy field.
423	2.4776813983917236	You should do it.	You should never do it.
424	0.2470453381538391	A woman is pouring egg into a frying pan.	A man is petting two dogs.
425	3.4424984455108643	If your long stay visa for Switzerland is valid  then you will not need a transit visa.	You do not need a transit visa  but to enter Zurich you will need a visa.
426	3.7780966758728027	A person is peeling a potato.	The man is peeling a potato.
427	2.2197537422180176	The brown dog runs on the snow with a white ball in his mouth.	Four dogs play in the snow with the city skyline behind them.
428	2.204805850982666	The man has a orange shirt.	The woman has a orange shirt.
429	3.584491729736328	A kid sits on a soccer ball outside.	A kid sitting on a soccer ball at the park.
430	1.8588080406188965	It depends on how it's used.	It depends on how long it's been out.
431	1.9966959953308105	Two girls are running.	Three boys are running.
432	4.915063858032227	A lady mixed up a meat mixture in bowl.	A woman is stirring meat in a bowl.
433	2.7527689933776855	The two kids look at the products sold inside the subway shop.	The kids are stealing from a store.
434	3.4344871044158936	Shares of McDonald's Corp. and Wendy's International Inc. continued a modest run-up on the New York Stock Exchange Monday.	Shares of McDonald's and Wendy's continued their recent recovery Monday  rising more than 1 percent on the New York Stock Exchange in afternoon trade.
435	1.6908187866210938	In the United States  20.7 percent of all women smoke.	Nevada is where the most women smoke  28 percent.
436	3.159775972366333	But HRT should not be used to prevent heart disease or any other chronic condition.	The clear message is it should not be used to prevent cardiovascular disease  Manson said.
437	4.682538986206055	"""Michael Bloomberg  NYC Mayor: """"I'm gonna try march with a number of different groups."""	I'm going to try to march with a number of different groups  Bloomberg said.
438	4.928829193115234	Deirdre Hisler  Government Canyon's manager  said the state has long had its eye on this piece of property and is eager to complete the deal to obtain it.	Deirdre Hisler  Government Canyon's manager  said the state long has coveted this piece of property  and is eager to complete the deal.
439	5.0273003578186035	The dog is running through a field.	A dog runs through a field.
440	2.524127960205078	Several kids jump up and down on a trampoline.	A man is doing back flips on a trampoline.
441	2.633094310760498	Three people are meeting for coffee.	Two people make coffee.
442	3.760286569595337	The rule - When in doubt throw it out!	"""I always go by the rule """"When in doubt  throw it out!"""
443	1.7197012901306152	A man is playing a guitar.	A man is playing a keyboard.
444	4.509394645690918	A pile of used wooden building materials with a chair on top.	Pile of wooden debris with chair on top.
445	1.4138067960739136	A man is slicing a tomato.	A man is slicing a bun.
446	1.9882712364196777	It depends on what you want to have in your tank.	It depends on what you want to achieve.
447	4.954087257385254	One boy is pushing another boy on a swing.	A boy is pushing another boy on the swings.
448	2.8346753120422363	a man wearing a gray hat fishing out of a fishing boat.	A man wearing a straw hat and fishing vest in a stream.
449	1.8207515478134155	If you haven't  you should.	You should  but you don't have to.
450	5.016485214233398	A train is at a train station.	The train sits at the train station.
451	2.7233762741088867	A black and white cow in a pen with hay.	Black and white cows behind a fence.
452	3.1529719829559326	"""It is a national concern that will touch virtually every American  Abraham said."""	"""The impact of natural-gas shortages """"will touch virtually every American  Energy Secretary Spencer Abraham warned yesterday."""
453	1.2179385423660278	I think it is great that you had a test conducted.	I think that's a great plan.
454	2.694728374481201	Yes  you have to file a tax return in Canada.	You are not required to file a tax return in Canada if you have no taxable income.
455	3.3995935916900635	A boy is playing the violin onstage.	A boy is playing an instrument.
456	1.2544509172439575	It looks to me that this is set up for what you want:	It is up to you whether you want to do that.
457	1.6906497478485107	A person is slicing an onion.	A person cuts ginger.
458	1.7883117198944092	Yes  there is at least one to my knowledge.	To my knowledge  there's no time requirement.
459	2.756321907043457	A person driving a cart pulled by a bicycle.	A man wearing a dust mask riding a three wheeled bicycle.
460	0.1977919489145279	A dog has a sweater on.	A man in a suit jacket is sitting on a red couch with a cat.
461	1.1121535301208496	A man is kicking pots of water.	A man is picking flowers.
462	0.8283051252365112	A woman is water skiing.	A woman is slicing fish.
463	3.7925071716308594	A rebel who was captured said more than 2 000 insurgents were involved in the attack.	A captured rebel said 2 100 combatants had been involved in the offensive.
464	2.4721879959106445	The Space Infrared Telescope Facility's mission is to search for the beginnings of the universe.	NASA is scheduled to launch the Space Infrared Telescope Facility on Monday morning.
465	4.399144649505615	It's also a matter of taste.	It's mostly a matter of taste.
466	2.243076801300049	A woman is riding a horse.	A man rides a horse.
467	2.6821951866149902	It is impossible to answer this question without a form check.	This is a part answer to your question
468	4.089929580688477	Gregory Parseghian  a former investment banker  was appointed chief executive.	Greg Parseghian was appointed the new chief executive.
469	3.208860158920288	A man is picking up a tree.	A man is carrying a tree.
470	1.646751880645752	A man sits by a dock looking at the water.	A man jumps off a rock into the water
471	2.406527042388916	If you are not sure how to do it  don't do it at all.	If you do not have a very strong scientific reason to do it  don't.
472	3.44962477684021	The driver of the truck escaped and is now being sought by the police  Supoyo said.	But police say the driver of the truck has not been found and is wanted for questioning.
473	1.873915433883667	I don't think that there's any.	I don't think there are any benefits.
474	0.31794512271881104	A brown and white dog is running across a brown field.	A person hanging from a rocky cliff.
475	3.2839393615722656	The meat  poultry  butter  cheese and nuts were impounded a year ago at a LaGrou Cold Storage warehouse in Chicago.	The meat  poultry  butter  cheese and nuts were being stored by more than 100 wholesalers in Chicago.
476	1.4893651008605957	A woman is slicing ginger.	A woman is cutting potatoes.
477	5.079987049102783	A deer jumps a fence.	A deer is jumping over a fence.
478	1.433541178703308	It's not a good idea.	It's a good question.
479	3.630444288253784	Two men are helping a boy.	Two men are with a young child.
480	1.708675503730774	You just have to base your answer on what you do know  which is what you want.	So if that's what you need  you really do have to be explicit about it.
481	2.9779000282287598	A tan and white dog retrieving a ball on a gravel path.	A large dog walks along a gravel path in the woods.
482	4.741017818450928	So think it in this way.	Think of it this way.
483	2.047541618347168	A woman is playing in the ocean.	A woman is preparing shrimp to cook.
484	0.7763071656227112	They can be out of level by a bit  but flat is important.	Yes  although they can be a bit sour.
485	2.493398427963257	A young man wearing a striped shirt is holding two bicycles.	Young redheaded man holding two bicycles near beach.
486	0.7119587659835815	The man is mixing whipping cream.	The man is holding a skunk.
487	4.207635879516602	A man in a black suit is surfing along a crashing wave.	A surfer wearing a black wet suit is riding a a white wave in the ocean.
488	3.027099609375	Two women walk down the sidewalk to the store.	Two women walk down the sidewalk in the afternoon.
489	3.8707542419433594	A sheep beside a road and a lake.	A sheep is on the edge of a road with a lake and a mountain in the background.
490	4.500125408172607	A blue bird standing on a lawn.	Blue bird standing on green grass.
491	3.3398938179016113	The dogs play in the snow on hind legs.	Two dogs play in the snow.
492	0.5078876614570618	A man is holding a leaf.	A monkey is fighting a man.
493	4.00785493850708	A group of men play soccer on the beach.	A group of boys are playing soccer on the beach.
494	2.1672677993774414	The tech-laced Nasdaq Composite Index .IXIC eased 5.16 points  or 0.32 percent  at 1 590.75  breaking a six-day string of gains.	The tech-heavy Nasdaq Composite Index .IXIC was off 0.11 percent  or 1.78 points  at 1 594.13.
495	4.366674423217773	Work into it slowly.	You work on it slowly.
496	3.3909108638763428	A white bird with long orange legs standing by a lake.	Large white bird with long orange beak standing on the shoreline.
497	2.328866481781006	There is no test that can tell you if it is sealed or not.	There is no code telling you that you cannot do this.
498	2.967345714569092	Three boys in karate costumes are fighting.	Three men are practicing karate moves in a field.
499	1.8669443130493164	I have the same thing.	I have had the same problem.
500	4.757138729095459	Boy lies on stomach in grass.	Small boy lying on his stomach on the grass.
501	3.2567849159240723	A red train driving through a snow covered city.	The train is riding on the tracks in the snow.
502	5.050722122192383	A group of people are sweeping water out of a house.	People are sweeping water out of a house.
503	3.5782856941223145	I realized there is already an accepted answer but I figure I would add my 2 cents.	I know this is an old question but I feel I should add my 2 cents.
504	4.9097795486450195	You answered your own question.	You have answered your own question.
505	1.4997109174728394	A man in a blue dress shirt.	A man in a white shirt and blue pants is talking with a woman in a pink shirt.
506	3.2198829650878906	The announcements were made at the International Broadcasting Convention (IBC) in Amsterdam.	The submission was on Monday  but the announcement was made Friday at the International Broadcasting Convention in Amsterdam.
507	0.6894659399986267	A black and tan dog standing in a field near trees	A white dog is standing by a river shaking himself dry.
508	1.045003890991211	Black and white photo of a girl on a sofa.	a black and white photo of a cow under a tree.
509	2.7284820079803467	A 25 percent increase would raise undergraduate tuition to about $5 247 annually  including miscellaneous  campus-based fees.	The 25 percent hike takes annual UC undergraduate tuition to $4 794 and graduate fees to $5 019.
510	4.729958534240723	I'm thinking it's a bad idea. 	I think it's a bad idea.
511	3.8846304416656494	Now  with the agency's last three shuttles grounded in the wake of the Columbia disaster  that wait could be even longer.	With the remaining three shuttles grounded in the wake of the Columbia accident  the rookies will have to wait even longer.
512	0.6915223002433777	You don't need any visa.	You don't have to worry.
513	0.7886126637458801	The young woman is flirting with the young boy.	The girl is young and cheery.
514	1.905206561088562	You do not need to worry.	You don't have to worry.
515	2.7782039642333984	A black hooded man is using a large magnifying glass to look at a booklet.	A white hooded woman is using a magnifying glass to look at a booklet.
516	2.6500024795532227	Heatley was sixth in the league in goals last season with 41 and ninth in points with 89.	Heatley led Atlanta in scoring last season with a team-record 41 goals and 48 assists.
517	4.994604110717773	A man is cutting up a cucumber.	A man is slicing a cucumber.
518	2.369030714035034	Three young men run  jump  and kick off of a Coke machine.	Three men are jumping off a wall.
519	0.05934244766831398	A woman opens a window.	A man is crawling.
520	5.10664701461792	A boy studies a calendar.	A boy is looking at a calendar.
521	0.6889581084251404	A man is spitting.	A man is talking.
522	2.903041362762451	Last week  his lawyers asked Gov. Mark R. Warner to grant clemency  but the governor declined to intervene.	Last week  his lawyers asked Warner to grant clemency under certain conditions that would have lead to a new sentencing hearing.
523	3.4869608879089355	Someone is slicing an onion.	A woman is cutting onion.
524	3.6570217609405518	Yesterday  shares closed up 29 cents  or 0.54 percent  at $54.32.	Amazon's shares yesterday closed at $54.32 on the Nasdaq Stock Market  up 29 cents.
525	1.5095083713531494	Three guys playing a pro game of basketball.	two guys playing a game of baseball.
526	3.4197583198547363	The two boys are playing kick ball back and forth to each other.	The players are kicking each other while attempting to kick the ball.
527	2.293961524963379	The wood probably isn't rotten  it's just worn out.	It's just worn out and not safe.
528	2.7576744556427	"""My answer to your question is """"Probably Not""""."""	The answer to your question is not really.
529	3.8783867359161377	A line of scooters are parking in the middle of a street.	A line of motor bikes are parked in the middle of a street.
530	0.7625815868377686	A man is playing a cello.	A man is rapidly lifting small weights.
531	3.0665314197540283	Have you tried asking your employees?	Have you tried asking?
532	0.9994608759880066	A man breaks cinder blocks on another man.	A woman breaks an egg into a pan.
533	2.5054094791412354	A man riding on the back of an orange SUV.	an African man hanging onto the back of a very full yellow van.
534	3.6673336029052734	Initial autopsy reports show they died of dehydration  hyperthermia and suffocation.	Two more died later  and initial autopsy reports show they succumbed to dehydration  hypothermia and suffocation.
535	4.020015716552734	Someone is reading an email.	A man is reading his email.
536	5.043148040771484	A red and white bus drives down an England street.	A red and white England bus drives down the street.
537	2.3112921714782715	Problem is  the system doesn't account for people who could care less about money  or title.	The Joker doesn't care about money.
538	1.196633219718933	people walk home	People waiting.
539	0.4404035210609436	You don't have to know.	Other than that you don't have a tax issue.
540	3.5552573204040527	There are a few things you can do: 	There are a few things you need to consider:
541	1.3708522319793701	Two women in a clothing store.	Two women in a sailboat.
542	4.948887825012207	The man is kissing and hugging the woman.	A man is hugging and kissing a woman.
543	2.734400510787964	An old fashioned wooden sailing ship in the ocean.	An old fashioned wooden sailing ship is parked at the pier.
544	3.7119927406311035	As soon as possible.	Start them as early as possible.
545	3.9159135818481445	A little girl peddling a scooter.	A girl is riding a scooter.
546	3.3221821784973145	A green and white cargo plane taking of from an airport.	White and green commercial airliner taking off of runway.
